 --- 25015
breakings --- 1
breast --- 18
breastplate --- 28
breastplates --- 3
breasts --- 27
breath --- 42
breathe --- 4
breathed --- 4
breatheth --- 1
breathing --- 2
bred --- 1
breeches --- 5
breed --- 2
breeding --- 1
brethren --- 564
bribe --- 2
bribery --- 1
bribes --- 3
brick --- 8
brickkiln --- 2
bricks --- 4
bride --- 14
bridechamber --- 3
bridegroom --- 24
bridle --- 9
bridles --- 1
bridleth --- 1
briefly --- 2
brier --- 3
briers --- 12
brigandine --- 1
brigandines --- 1
bright --- 29
brightness --- 22
brim --- 10
brimstone --- 15
bring --- 725
bringers --- 1
bringest --- 5
bringeth --- 79
bringing --- 24
brink --- 6
broad --- 36
broader --- 1
broided --- 1
broidered --- 8
broiled --- 1
broken --- 186
brokenfooted --- 1
brokenhanded --- 1
brokenhearted --- 2
brood --- 1
brook --- 39
brooks --- 15
broth --- 3
brother --- 402
brotherhood --- 2
brotherly --- 6
brothers --- 1
brought --- 863
broughtest --- 13
brow --- 2
brown --- 4
bruise --- 8
bruised --- 9
bruises --- 1
bruising --- 2
bruit --- 2
brute --- 2
brutish --- 11
bucket --- 1
buckets --- 1
buckler --- 11
bucklers --- 5
bud --- 11
budded --- 5
buds --- 1
buffet --- 2
buffeted --- 3
build --- 163
builded --- 50
buildedst --- 1
builder --- 1
builders --- 15
buildest --- 5
buildeth --- 9
building --- 37
buildings --- 3
built --- 169
Bukki --- 5
Bukkiah --- 2
Bul --- 1
bull --- 2
bullock --- 107
bullocks --- 45
bulls --- 10
bulrush --- 1
bulrushes --- 2
bulwarks --- 5
Bunah --- 1
bunch --- 1
bunches --- 3
bundle --- 4
bundles --- 2
Bunni --- 3
burden --- 69
burdened --- 2
burdens --- 25
burdensome --- 5
burial --- 6
buried --- 106
buriers --- 1
burn --- 138
burned --- 98
burneth --- 18
burning --- 60
burnings --- 3
burnished --- 1
burnt --- 366
burst --- 9
bursting --- 1
bury --- 39
burying --- 4
buryingplace --- 7
bush --- 11
bushel --- 3
bushes --- 3
bushy --- 1
busied --- 1
business --- 29
busy --- 1
busybodies --- 2
busybody --- 1
But --- 3992
butler --- 8
butlers --- 1
butlership --- 1
butter --- 11
buttocks --- 3
buy --- 56
buyer --- 3
buyest --- 2
buyeth --- 3
Buz --- 3
Buzi --- 1
Buzite --- 2
by --- 2625
byways --- 1
byword --- 6
cab --- 1
Cabbon --- 1
cabins --- 1
Cabul --- 2
Caesar --- 30
Caesarea --- 17
cage --- 2
Caiaphas --- 9
Cain --- 20
Cainan --- 7
cake --- 13
cakes --- 25
Calah --- 2
calamities --- 3
calamity --- 19
calamus --- 3
Calcol --- 1
caldron --- 6
caldrons --- 3
Caleb --- 36
Calebephratah --- 1
calf --- 30
calkers --- 2
call --- 195
Called --- 634
calledst --- 4
callest --- 3
calleth --- 30
calling --- 24
calm --- 6
Calneh --- 2
Calno --- 1
Calvary --- 1
calve --- 2
calved --- 1
calves --- 18
calveth --- 1
came --- 2093
camel --- 12
camels --- 50
camest --- 28
Camon --- 1
camp --- 136
camped --- 1
camphire --- 2
camps --- 7
can --- 235
Cana --- 4
Canaan --- 91
Canaanite --- 14
Canaanites --- 55
Canaanitess --- 1
Canaanitish --- 2
Candace --- 1
candle --- 16
candles --- 1
candlestick --- 40
candlesticks --- 13
cane --- 2
canker --- 1
cankered --- 1
cankerworm --- 6
Canneh --- 1
cannot --- 184
canst --- 51
Capernaum --- 16
Caphthorim --- 1
Caphtor --- 3
Caphtorim --- 1
Caphtorims --- 1
Cappadocia --- 2
captain --- 139
captains --- 119
captive --- 59
captives --- 43
captivity --- 127
carbuncle --- 3
carbuncles --- 1
Carcas --- 1
carcase --- 34
carcases --- 22
Carchemish --- 2
care --- 20
Careah --- 1
cared --- 3
careful --- 7
carefully --- 4
carefulness --- 4
careless --- 5
carelessly --- 3
cares --- 3
carest --- 3
careth --- 7
caring --- 1
Carmel --- 26
Carmelite --- 5
Carmelitess --- 2
Carmi --- 8
Carmites --- 1
carnal --- 11
carnally --- 4
carpenter --- 4
carpenters --- 9
Carpus --- 1
carriage --- 3
carriages --- 3
carried --- 145
carriest --- 1
carrieth --- 3
carry --- 90
carrying --- 8
Carshena --- 1
cart --- 15
carved --- 13
carving --- 2
carvings --- 1
case --- 8
casement --- 1
cases --- 1
Casiphia --- 2
Casluhim --- 2
cassia --- 3
Cast --- 501
castaway --- 1
castedst --- 1
castest --- 2
casteth --- 17
casting --- 21
castle --- 9
castles --- 6
Castor --- 1
catch --- 15
catcheth --- 3
caterpiller --- 5
caterpillers --- 4
cattle --- 153
caught --- 37
caul --- 12
cauls --- 1
cause --- 328
caused --- 94
causeless --- 2
causes --- 7
causest --- 2
causeth --- 32
causeway --- 2
causing --- 4
cave --- 32
caves --- 6
cease --- 70
ceased --- 33
ceaseth --- 10
ceasing --- 7
cedar --- 51
cedars --- 24
Cedron --- 1
ceiling --- 1
celebrate --- 3
celestial --- 2
cellars --- 2
Cenchrea --- 2
censer --- 12
censers --- 8
centurion --- 21
centurions --- 3
Cephas --- 6
ceremonies --- 1
certain --- 196
certainly --- 31
certainty --- 7
certified --- 2
certify --- 5
chafed --- 1
chaff --- 14
chain --- 13
chains --- 37
chalcedony --- 1
Chalcol --- 1
Chaldaeans --- 1
Chaldea --- 7
Chaldean --- 2
Chaldeans --- 66
Chaldees --- 14
chalkstones --- 1
challengeth --- 1
chamber --- 52
chambering --- 1
chamberlain --- 6
chamberlains --- 9
chambers --- 66
chameleon --- 1
chamois --- 1
champaign --- 1
champion --- 3
Chanaan --- 2
chance --- 6
chancellor --- 3
chanceth --- 1
change --- 26
changeable --- 1
changed --- 42
changers --- 2
changes --- 7
changest --- 1
changeth --- 2
changing --- 1
channel --- 1
channels --- 3
chant --- 1
chapel --- 1
chapiter --- 13
chapiters --- 16
chapmen --- 1
chapt --- 1
Charashim --- 1
Charchemish --- 1
charge --- 102
chargeable --- 5
charged --- 51
chargedst --- 1
charger --- 17
chargers --- 3
charges --- 6
chargest --- 1
charging --- 2
chariot --- 64
chariots --- 113
charitably --- 1
charity --- 28
charmed --- 1
charmer --- 1
charmers --- 2
charming --- 1
Charran --- 2
chase --- 6
chased --- 13
chaseth --- 1
chasing --- 1
chaste --- 3
chasten --- 6
chastened --- 8
chastenest --- 1
chasteneth --- 5
chastening --- 6
chastise --- 10
chastised --- 6
chastisement --- 5
chastiseth --- 1
chatter --- 1
Chebar --- 8
check --- 1
checker --- 1
Chedorlaomer --- 5
cheek --- 9
cheeks --- 5
cheer --- 10
cheereth --- 1
cheerful --- 4
cheerfully --- 1
cheerfulness --- 1
cheese --- 2
cheeses --- 1
Chelal --- 1
Chelluh --- 1
Chelub --- 2
Chelubai --- 1
Chemarims --- 1
Chemosh --- 8
Chenaanah --- 5
Chenani --- 1
Chenaniah --- 3
Chepharhaammonai --- 1
Chephirah --- 4
Cheran --- 2
Cherethims --- 1
Cherethites --- 9
cherish --- 1
cherished --- 1
cherisheth --- 2
Cherith --- 2
cherub --- 30
Cherubims --- 65
Chesalon --- 1
Chesed --- 1
Chesil --- 1
chesnut --- 1
chest --- 6
chestnut --- 1
chests --- 1
Chesulloth --- 1
chew --- 3
chewed --- 1
cheweth --- 8
Chezib --- 1
chickens --- 1
chide --- 4
chiding --- 1
Chidon --- 1
chief --- 283
chiefest --- 8
chiefly --- 3
child --- 205
childbearing --- 1
childhood --- 2
childish --- 1
childless --- 7
children --- 1821
Chileab --- 1
Chilion --- 3
Chilmad --- 1
Chimham --- 4
chimney --- 1
Chinnereth --- 4
Chinneroth --- 2
Chios --- 1
Chisleu --- 2
Chislon --- 1
Chislothtabor --- 1
Chittim --- 6
Chiun --- 1
Chloe --- 1
chode --- 2
choice --- 21
choicest --- 2
choke --- 2
choked --- 6
choler --- 2
Choose --- 59
choosest --- 2
chooseth --- 3
Choosing --- 1
chop --- 1
Chorashan --- 1
Chorazin --- 2
chose --- 29
chosen --- 123
Chozeba --- 1
Christ --- 571
Christian --- 2
Christians --- 1
Christs --- 2
chronicles --- 40
chrysolyte --- 1
chrysoprasus --- 1
Chub --- 1
Chun --- 1
church --- 77
churches --- 37
churl --- 2
churlish --- 1
churning --- 1
Chushanrishathaim --- 4
Chuza --- 1
cieled --- 4
Cilicia --- 8
cinnamon --- 4
Cinneroth --- 1
circle --- 1
circuit --- 3
circuits --- 1
circumcise --- 10
circumcised --- 39
circumcising --- 2
circumcision --- 36
circumspect --- 1
circumspectly --- 1
Cis --- 1
cistern --- 4
cisterns --- 2
cities --- 448
citizen --- 2
citizens --- 1
city --- 868
clad --- 2
clamorous --- 1
clamour --- 1
clap --- 6
clapped --- 2
clappeth --- 1
Clauda --- 1
Claudia --- 1
Claudius --- 3
clave --- 14
claws --- 3
clay --- 33
clean --- 133
cleanness --- 5
cleanse --- 33
cleansed --- 39
cleanseth --- 3
cleansing --- 10
clear --- 15
clearer --- 1
clearing --- 2
clearly --- 5
clearness --- 1
cleave --- 30
cleaved --- 3
cleaveth --- 13
cleft --- 2
clefts --- 5
clemency --- 1
Clement --- 1
Cleopas --- 1
Cleophas --- 1
cliff --- 1
cliffs --- 1
clift --- 1
clifts --- 1
climb --- 4
climbed --- 2
climbeth --- 1
clipped --- 1
cloak --- 4
clods --- 6
cloke --- 3
close --- 11
closed --- 11
closer --- 1
closest --- 1
closet --- 2
closets --- 1
cloth --- 18
clothe --- 16
clothed --- 73
clothes --- 101
clothest --- 1
clothing --- 19
cloths --- 4
cloud --- 107
clouds --- 49
cloudy --- 6
clouted --- 1
clouts --- 2
cloven --- 2
clovenfooted --- 3
cluster --- 5
clusters --- 7
Cnidus --- 1
coal --- 4
coals --- 26
coast --- 62
coasts --- 51
coat --- 25
coats --- 14
cock --- 12
cockatrice --- 3
cockatrices --- 1
cockcrowing --- 1
cockle --- 1
coffer --- 3
coffin --- 1
cogitations --- 1
cold --- 18
Colhozeh --- 2
collar --- 1
collars --- 1
collection --- 3
college --- 2
collops --- 1
colony --- 1
Colosse --- 1
Colossians --- 1
colour --- 14
coloured --- 1
colours --- 12
colt --- 15
colts --- 3
come --- 1971
comeliness --- 5
comely --- 16
comers --- 1
comest --- 29
cometh --- 282
comfort --- 66
comfortable --- 2
comfortably --- 5
comforted --- 36
comfortedst --- 1
comforter --- 8
comforters --- 5
comforteth --- 5
comfortless --- 1
comforts --- 2
coming --- 100
comings --- 1
command --- 104
commanded --- 443
commandedst --- 4
commander --- 1
commandest --- 3
commandeth --- 13
commanding --- 4
commandment --- 177
commandments --- 171
commend --- 7
commendation --- 2
commended --- 6
commendeth --- 4
commending --- 1
commission --- 1
commissions --- 1
commit --- 75
committed --- 92
committest --- 1
committeth --- 19
committing --- 2
commodious --- 1
common --- 21
Commonly --- 4
commonwealth --- 1
commotion --- 1
commotions --- 1
commune --- 8
communed --- 18
communicate --- 4
communicated --- 2
communication --- 6
communications --- 2
communing --- 2
communion --- 4
compact --- 1
compacted --- 1
companied --- 1
companies --- 17
companion --- 13
companions --- 22
company --- 86
comparable --- 1
compare --- 4
compared --- 5
comparing --- 2
comparison --- 4
compass --- 39
compassed --- 44
compassest --- 1
compasseth --- 5
compassing --- 3
compassion --- 41
compassions --- 2
compel --- 5
compelled --- 6
compellest --- 1
complain --- 4
complained --- 2
complainers --- 1
complaining --- 1
complaint --- 7
complaints --- 2
complete --- 3
composition --- 2
compound --- 1
compoundeth --- 1
comprehend --- 2
comprehended --- 3
Conaniah --- 1
conceal --- 6
concealed --- 2
concealeth --- 2
conceit --- 5
conceits --- 2
conceive --- 14
conceived --- 46
conceiving --- 1
conception --- 3
concern --- 2
concerneth --- 2
concerning --- 241
concision --- 1
conclude --- 1
concluded --- 3
conclusion --- 1
concord --- 1
concourse --- 2
concubine --- 22
concubines --- 17
concupiscence --- 3
condemn --- 24
condemnation --- 12
condemned --- 21
condemnest --- 1
condemneth --- 4
condemning --- 2
condescend --- 1
condition --- 1
conditions --- 1
conduct --- 3
conducted --- 2
conduit --- 4
coney --- 2
confection --- 1
confectionaries --- 1
confederacy --- 3
confederate --- 3
conference --- 1
conferred --- 4
confess --- 28
confessed --- 7
confesseth --- 3
confessing --- 3
confession --- 6
confidence --- 38
confidences --- 1
confident --- 8
confidently --- 1
confirm --- 13
confirmation --- 2
confirmed --- 13
confirmeth --- 3
confirming --- 3
confiscation --- 1
conflict --- 2
conformable --- 1
conformed --- 2
confound --- 5
confounded --- 50
confused --- 2
confusion --- 26
congealed --- 1
congratulate --- 1
congregation --- 364
congregations --- 3
Coniah --- 3
conies --- 2
Cononiah --- 2
conquer --- 1
conquering --- 1
conquerors --- 1
conscience --- 31
consciences --- 1
consecrate --- 14
consecrated --- 14
consecration --- 9
consecrations --- 4
consent --- 15
consented --- 4
consentedst --- 1
consenting --- 2
consider --- 67
considered --- 16
Considerest --- 2
considereth --- 9
considering --- 4
consist --- 1
consisteth --- 1
consolation --- 15
consolations --- 3
consorted --- 1
conspiracy --- 10
conspirators --- 1
conspired --- 19
constant --- 1
constantly --- 3
constellations --- 1
constrain --- 1
constrained --- 6
constraineth --- 2
constraint --- 1
consult --- 1
consultation --- 1
consulted --- 13
consulter --- 1
consulteth --- 1
consume --- 56
consumed --- 96
consumeth --- 4
consuming --- 3
consummation --- 1
consumption --- 5
contain --- 7
contained --- 5
containeth --- 1
containing --- 1
contemn --- 2
contemned --- 4
contemneth --- 1
contempt --- 10
contemptible --- 4
contemptuously --- 1
contend --- 14
contended --- 6
contendest --- 1
contendeth --- 3
contending --- 1
content --- 16
contention --- 9
contentions --- 6
contentious --- 5
contentment --- 1
continual --- 33
continually --- 81
continuance --- 5
continue --- 38
continued --- 29
continueth --- 5
continuing --- 4
contradicting --- 1
contradiction --- 2
contrariwise --- 3
contrary --- 24
contribution --- 1
contrite --- 5
controversies --- 1
controversy --- 13
convenient --- 9
conveniently --- 1
conversant --- 2
conversation --- 20
conversion --- 1
convert --- 2
converted --- 9
converteth --- 1
converting --- 1
converts --- 1
convey --- 2
conveyed --- 1
convicted --- 1
convince --- 2
convinced --- 4
convinceth --- 1
convocation --- 16
convocations --- 3
cook --- 2
cooks --- 1
cool --- 2
Coos --- 1
copied --- 1
coping --- 1
copper --- 1
coppersmith --- 1
copulation --- 3
copy --- 9
cor --- 1
coral --- 2
Corban --- 1
cord --- 6
cords --- 26
Core --- 1
coriander --- 2
Corinth --- 6
Corinthians --- 4
cormorant --- 4
corn --- 102
Cornelius --- 10
corner --- 37
corners --- 39
cornet --- 7
cornets --- 2
cornfloor --- 1
corpse --- 1
corpses --- 4
correct --- 7
corrected --- 2
correcteth --- 2
correction --- 12
corrupt --- 33
corrupted --- 14
corrupters --- 2
corrupteth --- 1
corruptible --- 7
corrupting --- 1
corruption --- 21
corruptly --- 2
Cosam --- 1
cost --- 4
costliness --- 1
costly --- 6
cotes --- 1
cottage --- 2
cottages --- 1
couch --- 7
couched --- 2
couches --- 2
coucheth --- 1
couching --- 2
could --- 166
couldest --- 5
coulter --- 1
coulters --- 1
council --- 23
councils --- 2
counsel --- 143
counselled --- 4
counsellor --- 14
counsellors --- 21
counsels --- 12
count --- 26
counted --- 40
countenance --- 53
countenances --- 2
countervail --- 1
counteth --- 3
counting --- 1
countries --- 55
country --- 179
countrymen --- 2
couple --- 10
coupled --- 12
coupleth --- 2
coupling --- 10
couplings --- 1
courage --- 20
courageous --- 5
courageously --- 1
course --- 35
courses --- 18
court --- 122
courteous --- 1
courteously --- 2
courts --- 25
cousin --- 1
cousins --- 1
covenant --- 292
covenantbreakers --- 1
covenanted --- 4
covenants --- 3
cover --- 72
covered --- 105
coveredst --- 2
coverest --- 2
covereth --- 27
covering --- 48
coverings --- 2
covers --- 3
covert --- 9
covet --- 8
coveted --- 3
coveteth --- 2
covetous --- 9
covetousness --- 19
cow --- 7
Coz --- 1
Cozbi --- 2
crackling --- 1
cracknels --- 1
craft --- 6
craftiness --- 5
craftsman --- 2
craftsmen --- 7
crafty --- 4
crag --- 1
crane --- 2
crashing --- 1
craved --- 1
craveth --- 1
Create --- 8
created --- 45
createth --- 1
creation --- 6
Creator --- 5
creature --- 29
creatures --- 12
creditor --- 3
creditors --- 1
creek --- 1
creep --- 7
creepeth --- 14
creeping --- 29
crept --- 1
Crescens --- 1
Crete --- 5
Cretes --- 1
Cretians --- 1
crew --- 5
crib --- 3
cried --- 199
cries --- 1
criest --- 5
crieth --- 17
crime --- 2
crimes --- 2
crimson --- 5
cripple --- 1
crisping --- 1
Crispus --- 2
crookbackt --- 1
crooked --- 14
crop --- 2
cropped --- 1
cross --- 28
crossway --- 1
crouch --- 1
croucheth --- 1
crow --- 7
crown --- 66
crowned --- 6
crownedst --- 1
crownest --- 1
crowneth --- 1
crowning --- 1
crowns --- 9
crucified --- 37
crucify --- 16
cruel --- 19
cruelly --- 1
cruelty --- 5
crumbs --- 3
cruse --- 9
crush --- 4
crushed --- 7
cry --- 181
crying --- 31
crystal --- 5
cubit --- 45
cubits --- 213
cuckow --- 2
cucumbers --- 2
cud --- 11
cumbered --- 1
cumbereth --- 1
cumbrance --- 1
cumi --- 1
cummin --- 4
cunning --- 33
cunningly --- 1
cup --- 68
cupbearer --- 1
cupbearers --- 2
cups --- 6
curdled --- 1
cure --- 5
cured --- 4
cures --- 1
curious --- 10
curiously --- 1
current --- 1
curse --- 101
cursed --- 72
cursedst --- 2
curses --- 8
cursest --- 1
curseth --- 10
cursing --- 12
cursings --- 1
curtain --- 26
curtains --- 31
Cush --- 7
Cushan --- 1
Cushi --- 10
custody --- 5
custom --- 20
customs --- 7
cut --- 320
Cuth --- 1
Cuthah --- 1
cuttest --- 1
cutteth --- 6
cutting --- 5
cuttings --- 3
cymbal --- 1
cymbals --- 16
cypress --- 1
Cyprus --- 8
Cyrene --- 4
Cyrenian --- 2
Cyrenians --- 1
Cyrenius --- 1
Cyrus --- 23
Dabareh --- 1
Dabbasheth --- 1
Daberath --- 2
dagger --- 3
Dagon --- 13
daily --- 63
dainties --- 3
dainty --- 3
Dalaiah --- 1
dale --- 2
Dalmanutha --- 1
Dalmatia --- 1
Dalphon --- 1
dam --- 5
damage --- 6
Damaris --- 1
Damascenes --- 1
Damascus --- 60
damnable --- 1
damnation --- 11
damned --- 3
damsel --- 48
damsels --- 3
Dan --- 72
dance --- 8
danced --- 6
dances --- 6
dancing --- 7
dandled --- 1
danger --- 7
dangerous --- 1
Daniel --- 84
Danites --- 4
Danjaan --- 1
Dannah --- 1
Dara --- 1
Darda --- 1
dare --- 5
Darius --- 25
dark --- 43
darken --- 1
darkened --- 19
darkeneth --- 1
darkish --- 1
darkly --- 1
darkness --- 162
Darkon --- 2
darling --- 2
dart --- 3
darts --- 4
dash --- 7
dashed --- 5
dasheth --- 2
Dathan --- 10
daub --- 1
daubed --- 7
daubing --- 1
daughers --- 2
daughter --- 327
daughters --- 252
David --- 1064
dawn --- 2
dawning --- 5
Day --- 1743
days --- 868
daysman --- 1
dayspring --- 2
daytime --- 3
deacon --- 2
deacons --- 3
dead --- 364
deadly --- 7
deadness --- 1
deaf --- 15
deal --- 60
dealer --- 1
dealers --- 2
dealest --- 2
dealeth --- 10
dealing --- 1
dealings --- 2
deals --- 19
dealt --- 57
dear --- 7
dearly --- 10
dearth --- 8
death --- 372
deaths --- 4
debase --- 1
Debate --- 4
debates --- 1
Debir --- 14
Deborah --- 10
debt --- 7
debtor --- 4
debtors --- 5
debts --- 2
Decapolis --- 3
decay --- 1
decayed --- 2
decayeth --- 3
decease --- 2
deceased --- 2
deceit --- 34
deceitful --- 21
deceitfully --- 11
deceitfulness --- 3
deceits --- 2
deceivableness --- 1
deceive --- 27
deceived --- 34
deceiver --- 5
deceivers --- 3
deceiveth --- 6
deceiving --- 2
deceivings --- 1
decently --- 1
decided --- 1
decision --- 2
Deck --- 2
decked --- 6
deckedst --- 2
deckest --- 1
decketh --- 1
declaration --- 4
declare --- 95
declared --- 41
declareth --- 4
Declaring --- 4
decline --- 5
declined --- 4
declineth --- 2
decrease --- 2
decreased --- 1
decree --- 49
decreed --- 5
decrees --- 3
Dedan --- 11
Dedanim --- 1
dedicate --- 4
dedicated --- 24
dedicating --- 2
dedication --- 10
deed --- 19
deeds --- 33
deemed --- 1
deep --- 65
deeper --- 9
deeply --- 3
deepness --- 1
deeps --- 4
deer --- 1
defamed --- 1
defaming --- 1
defeat --- 2
defence --- 22
defenced --- 9
defend --- 11
defended --- 2
defendest --- 1
defending --- 1
defer --- 3
deferred --- 3
deferreth --- 1
defied --- 6
defile --- 39
defiled --- 71
defiledst --- 1
defileth --- 9
defraud --- 5
defrauded --- 4
defy --- 5
degenerate --- 1
degree --- 7
degrees --- 9
Dehavites --- 1
Dekar --- 1
Delaiah --- 6
delay --- 3
delayed --- 2
delayeth --- 2
delectable --- 1
delicacies --- 1
delicate --- 5
delicately --- 4
delicateness --- 1
delicates --- 1
deliciously --- 2
delight --- 51
delighted --- 12
delightest --- 1
delighteth --- 14
delights --- 6
delightsome --- 1
Delilah --- 6
Deliver --- 296
deliverance --- 16
deliverances --- 1
delivered --- 290
deliveredst --- 3
deliverer --- 10
deliverest --- 2
delivereth --- 13
delivering --- 3
delivery --- 1
delusion --- 1
delusions --- 1
demand --- 4
demanded --- 7
Demas --- 3
Demetrius --- 3
demonstration --- 1
den --- 19
denied --- 19
denieth --- 4
denounce --- 1
dens --- 9
deny --- 24
denying --- 4
depart --- 125
departed --- 216
departeth --- 8
departing --- 12
departure --- 2
deposed --- 1
deprived --- 3
depth --- 12
depths --- 17
deputed --- 1
deputies --- 3
deputy --- 5
Derbe --- 4
deride --- 1
derided --- 2
derision --- 15
descend --- 10
descended --- 19
descendeth --- 1
descending --- 8
descent --- 3
describe --- 4
described --- 2
describeth --- 2
description --- 1
descry --- 1
desert --- 42
deserts --- 6
deserve --- 1
deserveth --- 1
deserving --- 1
desirable --- 3
desire --- 111
desired --- 50
desiredst --- 2
desires --- 3
desirest --- 2
desireth --- 17
desiring --- 12
desirous --- 6
desolate --- 148
desolation --- 46
desolations --- 11
despair --- 3
despaired --- 1
desperate --- 2
desperately --- 1
despise --- 37
despised --- 60
despisers --- 2
despisest --- 1
despiseth --- 19
despising --- 1
despite --- 2
despiteful --- 3
despitefully --- 3
destitute --- 8
destroy --- 261
destroyed --- 167
destroyer --- 7
destroyers --- 4
destroyest --- 4
destroyeth --- 8
destroying --- 14
destruction --- 94
destructions --- 3
detain --- 2
detained --- 1
determinate --- 1
determination --- 1
determine --- 1
determined --- 30
detest --- 1
detestable --- 6
Deuel --- 4
Deuteronomy --- 1
device --- 10
devices --- 16
devil --- 61
devilish --- 1
devils --- 55
Devine --- 1
devise --- 16
devised --- 12
deviseth --- 8
devote --- 1
devoted --- 7
devotions --- 1
devour --- 71
devoured --- 53
devourer --- 1
devourest --- 1
devoureth --- 10
devouring --- 6
devout --- 9
dew --- 37
diadem --- 4
dial --- 2
diamond --- 4
Diana --- 5
Diblaim --- 1
Diblath --- 1
Dibon --- 9
Dibongad --- 2
Dibri --- 1
did --- 1006
diddest --- 1
didst --- 122
Didymus --- 3
die --- 321
died --- 201
diest --- 1
diet --- 2
dieth --- 30
differ --- 1
difference --- 12
differences --- 1
differeth --- 2
differing --- 1
dig --- 13
digged --- 37
diggedst --- 1
diggeth --- 3
